Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
outerknown-women,strand-high-rise-skinny-jeans-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_INK_4_pdp_56028935-0a89-4cc4-abf8-e67a8b78302e.jpg?v=1571943330,2,,
outerknown-women,strand-high-rise-skinny-jeans-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_INK_pdp.jpg?v=1571943330,3,,
outerknown-women,strand-high-rise-skinny-jeans-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_INK_2_pdp_004805b9-ebf7-41cc-8b9c-3752edf8672f.jpg?v=1571943330,4,,
outerknown-women,strand-high-rise-skinny-jeans-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_INK_5_pdp.jpg?v=1571943330,5,,
outerknown-women,strand-high-rise-skinny-jeans-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_INK_swt.png?v=1571943349,6,,
outerknown-women,strand-high-rise-skinny-jeans-jet-black,STRAND HIGH RISE SKINNY JEANS,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Skinny and Sizes available : 24,25,26,27,28,29,30,31,32</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,STRAND HIGH RISE SKINNY JEANS,"outerknown,Pants,Jeans",,Title, Default Title,Link,https://www.outerknown.com/products/strand-high-rise-skinny-jeans-jet-black,,,,1,,deny,manual,128.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_PCH_4_pdp.jpg?v=1571953788,1,,FALSE
outerknown-women,strand-high-rise-skinny-jeans-jet-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_PCH_5_pdp_7c15778e-bc5c-45d9-b116-abe7a948c339.jpg?v=1571953788,2,,
outerknown-women,strand-high-rise-skinny-jeans-jet-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_PCH_2_pdp_b734c256-fd50-4e6a-aaeb-907a3238ecab.jpg?v=1571953788,3,,
outerknown-women,strand-high-rise-skinny-jeans-jet-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_PCH_3_pdp_b0aaf4d2-ad22-4ac9-90dd-cc9f0844882c.jpg?v=1571953788,4,,
outerknown-women,strand-high-rise-skinny-jeans-jet-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_PCH_1_pdp_4ffb028f-362e-492c-88a7-95d9a9457f18.jpg?v=1571953788,5,,
outerknown-women,strand-high-rise-skinny-jeans-jet-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_JBL_swt.png?v=1571953812,6,,
outerknown-women,after-hours-pants-pitch-black,AFTER HOURS PANTS,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Straight and Sizes available : 24,25,26,27,28,29,30,31,32</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,AFTER HOURS PANTS,"outerknown,Pants",,Title, Default Title,Link,https://www.outerknown.com/products/after-hours-pants-pitch-black,,,,1,,deny,manual,118.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_pch_f_pdp.jpg?v=1571260175,1,,FALSE
outerknown-women,after-hours-pants-pitch-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_pch_d1_pdp.jpg?v=1571260175,2,,
outerknown-women,after-hours-pants-pitch-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_pch_d2_pdp.jpg?v=1571260175,3,,
outerknown-women,after-hours-pants-pitch-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_pch_swt.png?v=1571260181,4,,
outerknown-women,after-hours-pants-green-night,AFTER HOURS PANTS,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Straight and Sizes available : 24,25,26,27,28,29,30,31,32</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,AFTER HOURS PANTS,"outerknown,Pants",,Title, Default Title,Link,https://www.outerknown.com/products/after-hours-pants-green-night,,,,1,,deny,manual,118.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_gnt_f_pdp.jpg?v=1571260165,1,,FALSE
outerknown-women,after-hours-pants-green-night,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/DSC08539_pdp.jpg?v=1572021824,2,,
outerknown-women,after-hours-pants-green-night,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_gnt_d1_pdp.jpg?v=1572021824,3,,
outerknown-women,after-hours-pants-green-night,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_gnt_d2_pdp.jpg?v=1572021824,4,,
outerknown-women,after-hours-pants-green-night,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610006_outerknown_afterhourspant_gnt_swt.png?v=1572021824,5,,
outerknown-women,north-county-wrap-natural,NORTH COUNTY WRAP,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Relaxed and Sizes available : XS,S,M,L</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,NORTH COUNTY WRAP,"outerknown,Sweaters",,Title, Default Title,Link,https://www.outerknown.com/products/north-county-wrap-natural,,,,1,,deny,manual,298.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2420003_outerknown_northcountywrap_ntl_f_pdp.jpg?v=1571260119,1,,FALSE
outerknown-women,north-county-wrap-natural,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2420003_outerknown_northcountywrap_ntl_d2_pdp.jpg?v=1571260119,2,,
outerknown-women,north-county-wrap-natural,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2420003_outerknown_northcountywrap_ntl_d1_pdp.jpg?v=1571260119,3,,
outerknown-women,north-county-wrap-natural,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2420003_outerknown_northcountywrap_ntl_swt.png?v=1571260125,4,,
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,STRAND HIGH RISE SKINNY JEANS,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Skinny and Sizes available : 24,25,26,27,28,29,30,31,32</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,STRAND HIGH RISE SKINNY JEANS,"outerknown,Pants,Jeans",,Title, Default Title,Link,https://www.outerknown.com/products/strand-high-rise-skinny-jeans-vintage-blue,,,,1,,deny,manual,128.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_AVB_1_pdp_97301021-1e2e-481d-81b8-57c5b5cfd79f.jpg?v=1571943563,1,,FALSE
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/DSC09836_pdp_L.jpg?v=1571961239,2,,
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_AVB_72_pdp.jpg?v=1571961239,3,,
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_AVB_104_pdp.jpg?v=1571961239,4,,
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_AVB_94_pdp.jpg?v=1571961239,5,,
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_AVB_16_pdp.jpg?v=1571961239,6,,
outerknown-women,strand-high-rise-skinny-jeans-vintage-blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2630004_outerknown_strandhighriseskinny_AVB_swt.png?v=1571961239,7,,
outerknown-women,seaside-sherpa-poncho-heather-grey,SEASIDE SHERPA PONCHO,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Heavyweight and Sizes available : XS/S,M/L</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,SEASIDE SHERPA PONCHO,"outerknown,Outerwear,Heavyweight",,Title, Default Title,Link,https://www.outerknown.com/products/seaside-sherpa-poncho-heather-grey,,,,1,,deny,manual,168.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2570002_outerknown_seasidesherpaponcho_hea_d1_pdp.jpg?v=1571260025,1,,FALSE
outerknown-women,seaside-sherpa-poncho-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2570002_outerknown_seasidesherpaponcho_hea_d2_pdp.jpg?v=1571260025,2,,
outerknown-women,seaside-sherpa-poncho-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2570002_outerknown_seasidesherpaponcho_hea_f_pdp.jpg?v=1571260025,3,,
outerknown-women,seaside-sherpa-poncho-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2570002_outerknown_seasidesherpaponcho_hea_swt.png?v=1571260048,4,,
outerknown-women,seaside-sherpa-poncho-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/DSC09323_pdp_L.jpg?v=1571962763,5,,
outerknown-women,corduroy-field-pants-nutmeg,CORDUROY FIELD PANTS,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Straight and Sizes available : 24,25,26,27,28,29,30,31,32</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,CORDUROY FIELD PANTS,"outerknown,Pants",,Title, Default Title,Link,https://www.outerknown.com/products/corduroy-field-pants-nutmeg,,,,1,,deny,manual,118.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_nut_f_pdp.jpg?v=1571166223,1,,FALSE
outerknown-women,corduroy-field-pants-nutmeg,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/DSC09250_pdp_L.jpg?v=1571961332,2,,
outerknown-women,corduroy-field-pants-nutmeg,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_nut_d1_pdp.jpg?v=1571961332,3,,
outerknown-women,corduroy-field-pants-nutmeg,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_nut_d2_pdp.jpg?v=1571961332,4,,
outerknown-women,corduroy-field-pants-nutmeg,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_nut_swt.png?v=1571961332,5,,
outerknown-women,corduroy-field-pants-half-light,CORDUROY FIELD PANTS,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Straight and Sizes available : 24,25,26,27,28,29,30,31,32</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,CORDUROY FIELD PANTS,"outerknown,Pants",,Title, Default Title,Link,https://www.outerknown.com/products/corduroy-field-pants-half-light,,,,1,,deny,manual,118.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_hfl_f_pdp.jpg?v=1571166213,1,,FALSE
outerknown-women,corduroy-field-pants-half-light,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_hfl_d1_pdp.jpg?v=1571166213,2,,
outerknown-women,corduroy-field-pants-half-light,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_hfl_d2_pdp.jpg?v=1571166213,3,,
outerknown-women,corduroy-field-pants-half-light,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_hfl_d3_pdp.jpg?v=1571166213,4,,
outerknown-women,corduroy-field-pants-half-light,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2610007_outerknown_corduroyfieldpant_hfl_swt.png?v=1571166220,5,,
outerknown-women,womens-outerknown-puffer-pitch-black,WOMEN'S OUTERKNOWN PUFFER,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody><li>Soft. Light. Built for Adventure. It's a tough call, but this might be our favorite tee.</li>
<li>Pigment-dyed for a washed-out, lived-in feel</li>
<li>Unique rib trim at the neck, chest pocket, and sleeve hem</li>
<li>Signature bite stitch detailing at hem</li>
<li>Neckline is slightly more relaxed than a classic crew</li> </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody><li><span> Fit is Heavyweight and Sizes available : XS,S,M,L</span></li></sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody><li><span>Free shipping on order over $100 and  30-day returns on purchase as long as they are in original condition (unworn, unwashed and with tags).</span></li></sectionBody></section></sections>",outerknown-women,WOMEN'S OUTERKNOWN PUFFER,"outerknown,Outerwear,Heavyweight",,Title, Default Title,Link,https://www.outerknown.com/products/womens-outerknown-puffer-pitch-black,,,,1,,deny,manual,198.00,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2510006_outerknown_outerknownpuffer_pch_f_pdp.jpg?v=1570736466,1,,FALSE
outerknown-women,womens-outerknown-puffer-pitch-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2510006_outerknown_outerknownpuffer_pch_d1_pdp.jpg?v=1570736466,2,,
outerknown-women,womens-outerknown-puffer-pitch-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2510006_outerknown_outerknownpuffer_pch_d2_pdp.jpg?v=1570736466,3,,
outerknown-women,womens-outerknown-puffer-pitch-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/2510006_outerknown_outerknownpuffer_pch_swt.png?v=1570736474,4,,
